listing_id,source_key,source,source_type,market,country,make,model,year,km,mileage_mi,price,currency,price_usd,city,region,dealer_name,dealer_company,body_type,vin,vpic_body_class,vpic_gvwr,vpic_drive_type,vpic_engine,transmission,color,drive_type,usage_class,fifth_wheel_height_mm,spec_horsepower,spec_engine_type,spec_engine_manufacturer,spec_sleeper_type,spec_wheel_base,damaged,url,n_images,split,n_images_kept
256436,us_selectrucks,selectrucks.com,oem_dealer,US,United States,WESTERN STAR,STAR 5700XE,2022,680714,422976,79500,USD,79500.0,,,SelecTrucks of Memphis,,,5KJJBHDR6NLNL1928,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Diesel DD15,,,,,,505,DD15,Detroit,Raised Roof Sleeper,240,,https://www.selectrucks.com/truck/2022/WESTERN STAR/256436/1494/NLNL1928/,20,train,19
256460,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2022,1082780,672808,54900,USD,54900.0,,,SelecTrucks of Oklahoma City,,,1FUJHHDR7NLMJ4492,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,229,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/256460/1243/SMJ4492/,20,val,20
256474,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2023,1000726,621822,57000,USD,57000.0,,,SelecTrucks of Dallas (South),,,3AKJHHDR6PSNH9386,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,235,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/256474/1450/DNH9386/,20,train,19
256546,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2024,729152,453074,104900,USD,104900.0,,,SelecTrucks of Oklahoma City,,,3AKJHHDR7RSUW6005,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,505,DD15,Detroit,Raised Roof Condo,229,,https://www.selectrucks.com/truck/2024/FREIGHTLINER/256546/1243/SUW6005/,20,train,20
256553,us_selectrucks,selectrucks.com,oem_dealer,US,United States,KENWORTH,T680,2023,834279,518397,71900,USD,71900.0,,,SelecTrucks of Dallas (South),,,1XKYD49XXPJ219331,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,ISX / X15,,,,,,450,X15,Cummins,Raised Roof Condo,233,,https://www.selectrucks.com/truck/2023/KENWORTH/256553/1450/S219331/,20,train,18
256579,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2023,779117,484121,87900,USD,87900.0,,,SelecTrucks of Oklahoma City,,,3AKJHHDR8PSNV1125,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,505,DD15,Detroit,Raised Roof Condo,229,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/256579/1243/SNV1125/,20,train,20
256665,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2023,568850,353467,96900,USD,96900.0,,,SelecTrucks of Fort Worth,,,3AKJHHDR9PSUC4900,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,227,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/256665/1394/DUC4900/,20,train,20
256669,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2023,795541,494326,75900,USD,75900.0,,,SelecTrucks of Dallas (North),,,3AKJHHFG9PSNZ2150,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,X15,,,,,,450,X15,Cummins,Raised Roof Condo,235,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/256669/1244/CNZ2150/,18,test,18
256673,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PE116DC,2023,424868,264001,63900,USD,63900.0,,,SelecTrucks of Dallas (South),,,3AKJHTDV6PSNK5896,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD13,,,,,,450,DD13,Detroit,Daycab,186,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/256673/1450/SNK5896/,20,train,20
256742,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,122SD,2021,849092,527601,49500,USD,49500.0,,,SelecTrucks of Texarkana,,,3AKJGNDV3MDML0369,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit DD13,,,,,,470,,,Daycab,220,,https://www.selectrucks.com/truck/2021/FREIGHTLINER/256742/1502/MDML0369/,20,test,20
256744,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2023,627260,389761,96900,USD,96900.0,,,SelecTrucks of Chattanooga,,,3AKJHHDRXPSUC5232,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,227,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/256744/1496/DUC5232/,20,train,20
256755,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2024,675118,419499,109900,USD,109900.0,,,SelecTrucks of Oklahoma City,,,3AKJHHDR4RSUW6012,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,505,DD15,Detroit,Raised Roof Condo,229,,https://www.selectrucks.com/truck/2024/FREIGHTLINER/256755/1243/SUW6012/,20,train,20
256762,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2022,725563,450844,79900,USD,79900.0,,,SelecTrucks of Chattanooga,,,3AKJHHDR2NSMH4647,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,400,DD15,Detroit,Raised Roof Condo,223,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/256762/1496/SMH4647/,20,val,20
256766,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2024,630211,391595,102900,USD,102900.0,,,SelecTrucks of Chattanooga,,,1FUJHHDR7RLUS7068,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,221,,https://www.selectrucks.com/truck/2024/FREIGHTLINER/256766/1496/SUS7068/,20,test,20
256943,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,122SD,2019,954018,592799,59500,USD,59500.0,,,SelecTrucks of Texarkana,,,3AKJGNDR0KDKK5799,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,505,,,Daycab,220,,https://www.selectrucks.com/truck/2019/FREIGHTLINER/256943/1502/KDKK5799/,20,test,20
256948,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2022,735539,457043,83900,USD,83900.0,,,SelecTrucks of Oklahoma City,,,3AKJHHDR8NSNK6187,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,505,DD15,Detroit,Raised Roof Condo,229,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/256948/1243/SNK6187/,20,test,20
256980,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2024,441969,274627,115000,USD,115000.0,,,SelecTrucks of Kansas City,,,3AKJHHDR9RSUT0901,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,425,DD15,Detroit,Raised Roof Condo,231,,https://www.selectrucks.com/truck/2024/FREIGHTLINER/256980/1259/DUT0901/,20,train,20
256991,us_selectrucks,selectrucks.com,oem_dealer,US,United States,KENWORTH,T680,2023,641005,398302,86900,USD,86900.0,,,SelecTrucks of Kansas City,,,1XKYD49X8PJ219506,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,ISX / X15,,,,,,,X15,Cummins,Raised Roof Condo,233,,https://www.selectrucks.com/truck/2023/KENWORTH/256991/1259/S219506/,20,train,19
257082,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2021,759770,472099,69500,USD,69500.0,,,SelecTrucks of Memphis,,,3AKJHHDR4MSMV2040,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,475,DD15,Detroit,Mid Roof Sleeper,235,,https://www.selectrucks.com/truck/2021/FREIGHTLINER/257082/1494/MSMV2040/,20,val,19
257110,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2022,823532,511719,78500,USD,78500.0,,,SelecTrucks of Memphis,,,3AKJHHDR8NSNC5763,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,505,DD15,Detroit,Raised Roof Sleeper,0,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/257110/1494/NSNC5763/,20,train,19
257114,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CA116 CASCADIA,2022,687158,426980,52500,USD,52500.0,,,SelecTrucks of Texarkana,,,1FUJHTDV9NLMT1200,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit DD13,,,,,,410,,,Daycab,200,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/257114/1502/NLMT1200/,20,test,20
257198,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,122SD,2014,934578,580720,29995,USD,29995.0,,,SelecTrucks of Memphis,,,3AKJGNDV4EDFZ5724,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit DD13,,,,,,450,DD13,Detroit,,185,,https://www.selectrucks.com/truck/2014/FREIGHTLINER/257198/1494/EDFZ5724/,20,train,19
257225,us_selectrucks,selectrucks.com,oem_dealer,US,United States,WESTERN STAR,STAR 49X,2024,438825,272673,124900,USD,124900.0,,,SelecTrucks of Columbus,,,5KJJBWDR6RLVB9476,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Diesel DD15,,,,,,455,DD15,Detroit,Raised Roof Sleeper,244,,https://www.selectrucks.com/truck/2024/WESTERN STAR/257225/1508/423211/,20,test,20
257245,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2025,724396,450119,92900,USD,92900.0,,,SelecTrucks of Chattanooga,,,3AKJHHDR6SSVT1688,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15 TCO,,,,,,455,DD15,Detroit,Raised Roof Condo,227,,https://www.selectrucks.com/truck/2025/FREIGHTLINER/257245/1496/SVT1688/,20,test,20
257315,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2024,685614,426021,87900,USD,87900.0,,,SelecTrucks of Chattanooga,,,3AKJHHDR3RSUT6810,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,227,,https://www.selectrucks.com/truck/2024/FREIGHTLINER/257315/1496/SUT6810/,20,train,20
257321,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2024,697289,433275,87900,USD,87900.0,,,SelecTrucks of Chattanooga,,,3AKJHHDR7RSUY6383,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,227,,https://www.selectrucks.com/truck/2024/FREIGHTLINER/257321/1496/SUY6383/,20,test,20
257322,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2024,428929,266524,139900,USD,139900.0,,,SelecTrucks of Oklahoma City,,,3AKJHHDR9RSUW6118,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,505,DD15,Detroit,Raised Roof Condo,229,,https://www.selectrucks.com/truck/2024/FREIGHTLINER/257322/1243/RUW6118/,20,train,20
257323,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2023,622945,387080,96900,USD,96900.0,,,SelecTrucks of Chattanooga,,,3AKJHHDR3PSUC4925,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,227,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/257323/1496/DUC4925/,20,train,20
257357,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2022,964192,599121,72900,USD,72900.0,,,SelecTrucks of Georgia,,,1FUJHHDRXNLNB3710,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,455,DD15,Detroit,Raised Roof Sleeper,225,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/257357/1393/362892/,20,train,20
257359,us_selectrucks,selectrucks.com,oem_dealer,US,United States,WESTERN STAR,STAR 4900EX,2022,755616,469518,79900,USD,79900.0,,,SelecTrucks of Omaha,,,5KJJABD13NPNG9597,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Diesel DD16,,,,,,600,DD16,Detroit,,0,,https://www.selectrucks.com/truck/2022/WESTERN STAR/257359/1248/PG2931/,20,train,19
257384,us_selectrucks,selectrucks.com,oem_dealer,US,United States,WESTERN STAR,STAR 49X,2024,323478,201000,124500,USD,124500.0,,,SelecTrucks of Texarkana,,,5KJJBWDR4RLVC0027,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Diesel DD15,,,,,,505,,15 Speed,Mid Roof Sleeper,250,,https://www.selectrucks.com/truck/2024/WESTERN STAR/257384/1502/RLVC0027/,20,test,20
257388,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CA116 CASCADIA,2022,630837,391984,62500,USD,62500.0,,,SelecTrucks of Texarkana,,,3AKJHPDVXNSMT3940,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit DD13,,,,,,450,,,Mid Roof Sleeper,200,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/257388/1502/NSMT3940/,20,test,20
257395,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CA125SLP,2011,1499963,932034,12900,USD,12900.0,,,SelecTrucks of Portland,,,1FUJGLDR4BLBD0690,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,230,,https://www.selectrucks.com/truck/2011/FREIGHTLINER/257395/1491/SBD0690/,20,train,20
257453,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2021,952732,592000,49900,USD,49900.0,,,SelecTrucks of Omaha,,,1FUJHHDV8MLMF1624,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit DD13,,,,,,450,DD13,Detroit,,227,,https://www.selectrucks.com/truck/2021/FREIGHTLINER/257453/1248/TC2043/,20,train,20
257468,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2023,701674,436000,89900,USD,89900.0,,,SelecTrucks of Kansas City,,,3AKJHHDRXPSUM8224,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,485,DD15,Detroit,Raised Roof Condo,227,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/257468/1259/SUM8224/,20,train,19
257477,us_selectrucks,selectrucks.com,oem_dealer,US,United States,INTERNATIONAL,LT625,2022,846515,526000,45950,USD,45950.0,,,SelecTrucks of Kansas City,,,3HSDZAPR9NN584129,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,"X15, Signature",,,,,,455,ISX 15L,Cummins,Raised Roof Condo,228,,https://www.selectrucks.com/truck/2022/INTERNATIONAL/257477/1259/S584129/,20,train,19
257478,us_selectrucks,selectrucks.com,oem_dealer,US,United States,KENWORTH,T680,2023,667778,414938,81900,USD,81900.0,,,SelecTrucks of Oklahoma City,,,1XKYD49X3PJ219462,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,ISX / X15,,,,,,,X15,Cummins,Raised Roof Condo,233,,https://www.selectrucks.com/truck/2023/KENWORTH/257478/1243/S219462/,20,train,20
